DateTime,Temp_C,Intensity
12/23/18 01:15:00 AM,6.978,0.0
12/23/18 01:30:00 AM,6.978,0.0
12/23/18 01:45:00 AM,6.978,0.0
12/23/18 02:00:00 AM,6.978,0.0
12/23/18 02:15:00 AM,6.978,0.0
12/23/18 02:30:00 AM,6.978,0.0
12/23/18 02:45:00 AM,6.978,0.0
12/23/18 03:00:00 AM,6.978,0.0
12/23/18 03:15:00 AM,6.978,0.0
12/23/18 03:30:00 AM,6.877,0.0
12/23/18 03:45:00 AM,6.877,0.0
12/23/18 04:00:00 AM,6.877,0.0
12/23/18 04:15:00 AM,6.775,0.0
12/23/18 04:30:00 AM,6.775,0.0
12/23/18 04:45:00 AM,6.775,0.0
12/23/18 05:00:00 AM,6.775,0.0
12/23/18 05:15:00 AM,6.775,0.0
12/23/18 05:30:00 AM,6.775,0.0
12/23/18 05:45:00 AM,6.775,0.0
12/23/18 06:00:00 AM,6.775,0.0
12/23/18 06:15:00 AM,6.877,0.0
12/23/18 06:30:00 AM,6.877,0.0
12/23/18 06:45:00 AM,6.877,0.0
12/23/18 07:00:00 AM,6.877,32.3
12/23/18 07:15:00 AM,6.877,183.0
12/23/18 07:30:00 AM,6.573,441.3
12/23/18 07:45:00 AM,6.573,936.5
12/23/18 08:00:00 AM,6.674,"1,463.9"
12/23/18 08:15:00 AM,6.877,"2,325.0"
12/23/18 08:30:00 AM,6.877,"3,100.0"
12/23/18 08:45:00 AM,6.877,"3,961.1"
12/23/18 09:00:00 AM,6.877,"4,133.4"
12/23/18 09:15:00 AM,6.877,"5,166.7"
12/23/18 09:30:00 AM,6.877,"5,338.9"
12/23/18 09:45:00 AM,6.877,"6,200.0"
12/23/18 10:00:00 AM,6.978,"6,544.5"
12/23/18 10:15:00 AM,6.978,"5,511.1"
12/23/18 10:30:00 AM,6.978,"6,200.0"
12/23/18 10:45:00 AM,7.079,"7,233.4"
12/23/18 11:00:00 AM,7.079,"5,511.1"
12/23/18 11:15:00 AM,7.079,"5,166.7"
12/23/18 11:30:00 AM,7.079,"4,133.4"
